	ID	Query	VFID	VF_Name	Bacteria	VFCID	VFcategory	ESKAPE	Virulence_factor
35	VFG035923(gb|WP_000621745)	K06949_1688_95_958_1	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
36	VFG035923(gb|WP_000621745)	K05685_446	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
37	VFG035923(gb|WP_000621745)	K11004_130	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
38	VFG035923(gb|WP_000621745)	K12530_43	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
39	VFG035923(gb|WP_000621745)	K12531_42	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
40	VFG035923(gb|WP_000621745)	K14698_15	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
41	VFG035923(gb|WP_000621745)	K14699_15	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
42	VFG035923(gb|WP_000621745)	K13409_203	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
43	VFG035923(gb|WP_000621745)	K12536_103	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
44	VFG035923(gb|WP_000621745)	K06160_124	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
45	VFG035923(gb|WP_000621745)	K11050_4	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
46	VFG035923(gb|WP_000621745)	K11607_196	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
47	VFG035923(gb|WP_000621745)	K09691_822	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
48	VFG035923(gb|WP_000621745)	K02074_510	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
49	VFG035923(gb|WP_000621745)	K09693_174	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
50	VFG035923(gb|WP_000621745)	3.6.3.39_1	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
51	VFG035923(gb|WP_000621745)	3.6.3.32_4	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
52	VFG035923(gb|WP_000621745)	3.6.3.27_4	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
53	VFG035923(gb|WP_000621745)	3.6.3.25_4	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
54	VFG035923(gb|WP_000621745)	3.6.3.31_2	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
55	VFG035923(gb|WP_000621745)	3.6.3.40_3	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
56	VFG035923(gb|WP_000621745)	3.6.3.30_2	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
57	VFG035923(gb|WP_000621745)	TIGR02204	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
58	VFG035923(gb|WP_000621745)	TIGR00972	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
59	VFG035923(gb|WP_000621745)	TIGR03719	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
60	VFG035923(gb|WP_000621745)	TIGR01277	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
61	VFG035923(gb|WP_000621745)	TIGR02673	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
62	VFG035923(gb|WP_000621745)	TIGR02142	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
63	VFG035923(gb|WP_000621745)	TIGR02211	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
64	VFG035923(gb|WP_000621745)	TIGR03410	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
65	VFG035923(gb|WP_000621745)	TIGR01189	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
66	VFG035923(gb|WP_000621745)	TIGR01978	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
67	VFG035923(gb|WP_000621745)	TIGR00630	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
68	VFG035923(gb|WP_000621745)	TIGR00157	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
69	VFG035923(gb|WP_000621745)	TIGR01846	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
70	VFG035923(gb|WP_000621745)	TIGR01194	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
71	VFG035923(gb|WP_000621745)	TIGR01188	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	aatC
72	VFG050168(gb|WP_000590258)	PF13304.1	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
73	VFG050168(gb|WP_000590258)	K16012_753	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
74	VFG050168(gb|WP_000590258)	K12541_338	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
75	VFG050168(gb|WP_000590258)	K16013_750	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
76	VFG050168(gb|WP_000590258)	K02006_3364_95_1903_1	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
77	VFG050168(gb|WP_000590258)	K02056_2426_95_1398_1	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
78	VFG050168(gb|WP_000590258)	K10539_228	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
79	VFG050168(gb|WP_000590258)	K02028_3191_95_1622_1	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
80	VFG050168(gb|WP_000590258)	K15738_1267_95_655	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
81	VFG050168(gb|WP_000590258)	K02036_2161_95_1075	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
82	VFG050168(gb|WP_000590258)	K02071_1581_95_671	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
83	VFG050168(gb|WP_000590258)	K10004_332	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
84	VFG050168(gb|WP_000590258)	K09812_1346_95_631	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
85	VFG050168(gb|WP_000590258)	K10000_222	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
86	VFG050168(gb|WP_000590258)	K10823_799	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
87	VFG050168(gb|WP_000590258)	K02052_830	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
88	VFG050168(gb|WP_000590258)	K11631_78	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
89	VFG050168(gb|WP_000590258)	K06158_1502_95_846_1	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
90	VFG050168(gb|WP_000590258)	K09810_972	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
91	VFG050168(gb|WP_000590258)	K11072_834	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
92	VFG050168(gb|WP_000590258)	K06861_1153_95_581	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
93	VFG050168(gb|WP_000590258)	K15497_109	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
94	VFG050168(gb|WP_000590258)	K12372_369	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
95	VFG050168(gb|WP_000590258)	K01990_3528_95_2418_1	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
96	VFG050168(gb|WP_000590258)	K02023_1076_95_790	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
97	VFG050168(gb|WP_000590258)	K02065_1518_95_864	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
98	VFG050168(gb|WP_000590258)	K15583_806	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
99	VFG050168(gb|WP_000590258)	K02031_3958_95_2536_1	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
100	VFG050168(gb|WP_000590258)	K15600_180	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
101	VFG050168(gb|WP_000590258)	K11705_25	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
102	VFG050168(gb|WP_000590258)	K02049_2895_95_1945_1	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
103	VFG050168(gb|WP_000590258)	K09013_1571_95_833	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
104	VFG050168(gb|WP_000590258)	K05685_446	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
105	VFG050168(gb|WP_000590258)	K11004_130	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
106	VFG050168(gb|WP_000590258)	K12530_43	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
107	VFG050168(gb|WP_000590258)	K12531_42	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
108	VFG050168(gb|WP_000590258)	K14699_15	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
109	VFG050168(gb|WP_000590258)	K13409_203	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
110	VFG050168(gb|WP_000590258)	K12536_103	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
111	VFG050168(gb|WP_000590258)	K06160_124	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
112	VFG050168(gb|WP_000590258)	K11050_4	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
113	VFG050168(gb|WP_000590258)	K11607_196	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
114	VFG050168(gb|WP_000590258)	K09691_822	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
115	VFG050168(gb|WP_000590258)	K02074_510	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
116	VFG050168(gb|WP_000590258)	K10832_2	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
117	VFG050168(gb|WP_000590258)	K09693_174	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
118	VFG050168(gb|WP_000590258)	3.6.3.39_1	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
119	VFG050168(gb|WP_000590258)	3.6.3.27_4	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
120	VFG050168(gb|WP_000590258)	3.6.3.25_4	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
121	VFG050168(gb|WP_000590258)	3.6.3.31_2	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
122	VFG050168(gb|WP_000590258)	3.6.3.40_3	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
123	VFG050168(gb|WP_000590258)	3.6.3.30_2	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
124	VFG050168(gb|WP_000590258)	TIGR02204	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
125	VFG050168(gb|WP_000590258)	TIGR00972	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
126	VFG050168(gb|WP_000590258)	TIGR03719	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
127	VFG050168(gb|WP_000590258)	TIGR01277	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
128	VFG050168(gb|WP_000590258)	TIGR02673	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
129	VFG050168(gb|WP_000590258)	TIGR02142	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
130	VFG050168(gb|WP_000590258)	TIGR02211	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
131	VFG050168(gb|WP_000590258)	TIGR03410	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
132	VFG050168(gb|WP_000590258)	TIGR01189	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
133	VFG050168(gb|WP_000590258)	TIGR01978	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
134	VFG050168(gb|WP_000590258)	TIGR01846	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
135	VFG050168(gb|WP_000590258)	TIGR01194	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
136	VFG050168(gb|WP_000590258)	TIGR01188	VF0239	K1 capsule	Escherichia coli (NMEC)	VFC0083	Invasion	Negative	kpsT
137	VFG005775(gb|WP_000403526)	PF13304.1	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
138	VFG005775(gb|WP_000403526)	K16012_753	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
139	VFG005775(gb|WP_000403526)	K12541_338	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
140	VFG005775(gb|WP_000403526)	K16013_750	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
141	VFG005775(gb|WP_000403526)	K13892_241	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
142	VFG005775(gb|WP_000403526)	K13896_522	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
143	VFG005775(gb|WP_000403526)	K02006_3364_95_1903_1	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
144	VFG005775(gb|WP_000403526)	K02056_2426_95_1398_1	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
145	VFG005775(gb|WP_000403526)	K10539_228	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
146	VFG005775(gb|WP_000403526)	K02028_3191_95_1622_1	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
147	VFG005775(gb|WP_000403526)	K15738_1267_95_655	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
148	VFG005775(gb|WP_000403526)	K02036_2161_95_1075	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
149	VFG005775(gb|WP_000403526)	K02071_1581_95_671	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
150	VFG005775(gb|WP_000403526)	K10004_332	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
151	VFG005775(gb|WP_000403526)	K09812_1346_95_631	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
152	VFG005775(gb|WP_000403526)	K10000_222	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
153	VFG005775(gb|WP_000403526)	K10823_799	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
154	VFG005775(gb|WP_000403526)	K02052_830	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
155	VFG005775(gb|WP_000403526)	K11631_78	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
156	VFG005775(gb|WP_000403526)	K06158_1502_95_846_1	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
157	VFG005775(gb|WP_000403526)	K09810_972	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
158	VFG005775(gb|WP_000403526)	K11072_834	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
159	VFG005775(gb|WP_000403526)	K06861_1153_95_581	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
160	VFG005775(gb|WP_000403526)	K15497_109	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
161	VFG005775(gb|WP_000403526)	K12372_369	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
162	VFG005775(gb|WP_000403526)	K01990_3528_95_2418_1	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
163	VFG005775(gb|WP_000403526)	K02023_1076_95_790	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
164	VFG005775(gb|WP_000403526)	K02065_1518_95_864	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
165	VFG005775(gb|WP_000403526)	K15583_806	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
166	VFG005775(gb|WP_000403526)	K02031_3958_95_2536_1	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
167	VFG005775(gb|WP_000403526)	K15600_180	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
168	VFG005775(gb|WP_000403526)	K11705_25	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
169	VFG005775(gb|WP_000403526)	K02049_2895_95_1945_1	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
170	VFG005775(gb|WP_000403526)	K09013_1571_95_833	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
171	VFG005775(gb|WP_000403526)	K12371_325	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
172	VFG005775(gb|WP_000403526)	K05685_446	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
173	VFG005775(gb|WP_000403526)	K11004_130	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
174	VFG005775(gb|WP_000403526)	K12530_43	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
175	VFG005775(gb|WP_000403526)	K12531_42	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
176	VFG005775(gb|WP_000403526)	K14698_15	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
177	VFG005775(gb|WP_000403526)	K14699_15	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
178	VFG005775(gb|WP_000403526)	K13409_203	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
179	VFG005775(gb|WP_000403526)	K12536_103	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
180	VFG005775(gb|WP_000403526)	K06160_124	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
181	VFG005775(gb|WP_000403526)	K11050_4	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
182	VFG005775(gb|WP_000403526)	K11607_196	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
183	VFG005775(gb|WP_000403526)	K09691_822	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
184	VFG005775(gb|WP_000403526)	K02074_510	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
185	VFG005775(gb|WP_000403526)	K10832_2	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
186	VFG005775(gb|WP_000403526)	K09693_174	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
187	VFG005775(gb|WP_000403526)	K10866_156	VF0279	<beta>-haemolysin/cytolysin	Streptococcus agalactiae	VFC0235	Exotoxin	Negative	cylA
